Device Name,Device ID,Positioning Type,Speed,Alert Starting Time,Alert Ending Time,Alert Duration,Alert Type,Coordinates,SUMMARY,Source_File,Speed_kmh,Duration_seconds,Hour,DayOfWeek,Longitude,Latitude
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/8/2026 8:00,5/8/2026 8:01,1 min 17 s,High-Speed Warning,35.460203/-0.968673,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,77,8,Friday,35.460203,-0.968673
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 2:18,5/5/2026 2:19,1 min 19 s,High-Speed Warning,36.074943/-1.099945,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,79,2,Tuesday,36.074943,-1.099945
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/8/2026 15:01,5/8/2026 15:03,1 min 19 s,High-Speed Warning,37.436557/-1.456735,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,79,15,Friday,37.436557,-1.456735
KDV 176A - Probox,2.91079E+11,GPS,90 km/h,5/10/2026 16:28,5/10/2026 16:29,1 min 2 s,High-Speed Warning,37.096544/-1.509229,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,90,62,16,Sunday,37.096544,-1.509229
KDV 176A - Probox,2.91079E+11,GPS,91 km/h,5/10/2026 15:07,5/10/2026 15:08,1 min 2 s,Seatbelt Detection,36.988026/-1.44301,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,91,62,15,Sunday,36.988026,-1.44301
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/8/2026 17:04,5/8/2026 17:05,1 min 2 s,High-Speed Warning,37.350431/-1.517408,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,62,17,Friday,37.350431,-1.517408
KDV 176A - Probox,2.91079E+11,GPS,93 km/h,5/5/2026 2:02,5/5/2026 2:03,1 min 2 s,Seatbelt Detection,36.934923/-1.305014,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,93,62,2,Tuesday,36.934923,-1.305014
KDV 176A - Probox,2.91079E+11,GPS,96 km/h,5/4/2026 0:28,5/4/2026 0:29,1 min 2 s,Seatbelt Detection,36.898823/-1.342562,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,96,62,0,Monday,36.898823,-1.342562
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/8/2026 13:36,5/8/2026 13:38,1 min 20 s,High-Speed Warning,37.377864/-1.498718,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,80,13,Friday,37.377864,-1.498718
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/5/2026 12:26,5/5/2026 12:27,1 min 20 s,High-Speed Warning,37.162022/-1.281794,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,80,12,Tuesday,37.162022,-1.281794
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/8/2026 12:28,5/8/2026 12:30,1 min 21 s,High-Speed Warning,37.036093/-1.47574,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,81,12,Friday,37.036093,-1.47574
KCV 947X - Probox,2.91073E+11,GPS,32 km/h,5/6/2026 19:51,5/6/2026 19:53,1 min 22 s,Seatbelt Detection,36.675916/-1.271685,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,32,82,19,Wednesday,36.675916,-1.271685
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,38 km/h,5/5/2026 4:05,5/5/2026 4:06,1 min 22 s,Fatigue Warning,34.601479/-0.755699,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,38,82,4,Tuesday,34.601479,-0.755699
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/8/2026 12:23,5/8/2026 12:24,1 min 22 s,High-Speed Warning,36.557599/-0.994259,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,82,12,Friday,36.557599,-0.994259
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/8/2026 12:20,5/8/2026 12:22,1 min 22 s,High-Speed Warning,36.53283/-1.001426,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,82,12,Friday,36.53283,-1.001426
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 12:10,5/8/2026 12:11,1 min 22 s,High-Speed Warning,36.44386/-1.029815,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,82,12,Friday,36.44386,-1.029815
KDS 789W - Fuso,2.91072E+11,GPS,73 km/h,5/8/2026 11:19,5/8/2026 11:20,1 min 22 s,High-Speed Warning,36.130629/-1.095331,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,73,82,11,Friday,36.130629,-1.095331
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 17:03,5/10/2026 17:04,1 min 22 s,High-Speed Warning,37.291281/-1.322656,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,82,17,Sunday,37.291281,-1.322656
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/5/2026 12:18,5/5/2026 12:19,1 min 22 s,High-Speed Warning,37.244391/-1.284876,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,82,12,Tuesday,37.244391,-1.284876
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 5:37,5/9/2026 5:38,1 min 24 s,High-Speed Warning,37.121463/-0.944662,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,84,5,Saturday,37.121463,-0.944662
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 17:24,5/9/2026 17:25,1 min 26 s,High-Speed Warning,37.000542/-1.127185,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,86,17,Saturday,37.000542,-1.127185
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 11:37,5/8/2026 11:38,1 min 27 s,High-Speed Warning,36.29672/-1.085138,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,87,11,Friday,36.29672,-1.085138
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 13:41,5/8/2026 13:42,1 min 27 s,High-Speed Warning,37.416342/-1.469876,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,87,13,Friday,37.416342,-1.469876
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 17:00,5/10/2026 17:02,1 min 29 s,High-Speed Warning,37.270633/-1.335774,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,89,17,Sunday,37.270633,-1.335774
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/9/2026 17:47,5/9/2026 17:48,1 min 3 s,High-Speed Warning,37.126707/-0.918273,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,63,17,Saturday,37.126707,-0.918273
KDP 967Z - Probox,2.91072E+11,GPS,96 km/h,5/9/2026 17:39,5/9/2026 17:41,1 min 3 s,High-Speed Warning,37.108067/-0.960203,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,96,63,17,Saturday,37.108067,-0.960203
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 17:35,5/8/2026 17:37,1 min 31 s,High-Speed Warning,37.212633/-1.525164,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,91,17,Friday,37.212633,-1.525164
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/9/2026 21:54,5/9/2026 21:56,1 min 34 s,High-Speed Warning,37.009251/-1.119681,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,94,21,Saturday,37.009251,-1.119681
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 12:03,5/8/2026 12:04,1 min 35 s,High-Speed Warning,36.37824/-1.035662,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,95,12,Friday,36.37824,-1.035662
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 15:06,5/10/2026 15:08,1 min 36 s,High-Speed Warning,36.984817/-1.441886,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,96,15,Sunday,36.984817,-1.441886
KDV 176A - Probox,2.91079E+11,GPS,80 km/h,5/8/2026 12:22,5/8/2026 12:23,1 min 36 s,High-Speed Warning,36.973099/-1.436041,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,80,96,12,Friday,36.973099,-1.436041
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 9:23,5/8/2026 9:25,1 min 37 s,High-Speed Warning,35.70701/-1.032521,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,97,9,Friday,35.70701,-1.032521
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 2:18,5/5/2026 2:20,1 min 37 s,High-Speed Warning,37.068568/-1.282707,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,97,2,Tuesday,37.068568,-1.282707
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/6/2026 17:56,5/6/2026 17:57,1 min 4 s,High-Speed Warning,37.122499/-0.942932,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,64,17,Wednesday,37.122499,-0.942932
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/9/2026 5:45,5/9/2026 5:47,1 min 40 s,High-Speed Warning,37.061544/-1.042755,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,100,5,Saturday,37.061544,-1.042755
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 21:07,5/9/2026 21:09,1 min 43 s,High-Speed Warning,37.089388/-0.986321,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,103,21,Saturday,37.089388,-0.986321
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/5/2026 9:37,5/5/2026 9:39,1 min 44 s,High-Speed Warning,36.945949/-1.173026,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,104,9,Tuesday,36.945949,-1.173026
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/8/2026 11:25,5/8/2026 11:27,1 min 44 s,High-Speed Warning,36.18413/-1.105132,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,104,11,Friday,36.18413,-1.105132
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/8/2026 11:16,5/8/2026 11:17,1 min 45 s,High-Speed Warning,36.095263/-1.092434,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,105,11,Friday,36.095263,-1.092434
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 15:01,5/10/2026 15:02,1 min 49 s,High-Speed Warning,36.96116/-1.428683,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,109,15,Sunday,36.96116,-1.428683
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/5/2026 1:26,5/5/2026 1:28,1 min 49 s,High-Speed Warning,36.883579/-1.283475,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,109,1,Tuesday,36.883579,-1.283475
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 12:48,5/8/2026 12:49,1 min 5 s,High-Speed Warning,37.194078/-1.534154,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,65,12,Friday,37.194078,-1.534154
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 3:53,5/5/2026 3:55,1 min 52 s,High-Speed Warning,35.551688/-0.985898,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,112,3,Tuesday,35.551688,-0.985898
KDV 176A - Probox,2.91079E+11,GPS,78 km/h,5/8/2026 13:38,5/8/2026 13:40,1 min 53 s,High-Speed Warning,37.390303/-1.482599,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,78,113,13,Friday,37.390303,-1.482599
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 8:53,5/6/2026 8:55,1 min 56 s,High-Speed Warning,37.218378/-0.897827,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,116,8,Wednesday,37.218378,-0.897827
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/8/2026 13:43,5/8/2026 13:45,1 min 56 s,High-Speed Warning,36.680349/-1.246542,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,116,13,Friday,36.680349,-1.246542
KDV 176A - Probox,2.91079E+11,GPS,78 km/h,5/5/2026 12:16,5/5/2026 12:18,1 min 56 s,High-Speed Warning,37.271947/-1.284647,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,78,116,12,Tuesday,37.271947,-1.284647
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/6/2026 20:24,5/6/2026 20:26,1 min 58 s,High-Speed Warning,35.27041/-0.19035,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,118,20,Wednesday,35.27041,-0.19035
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,42 km/h,5/4/2026 10:57,5/4/2026 10:58,1 min 6 s,Seatbelt Detection,35.15365/-0.713183,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,42,66,10,Monday,35.15365,-0.713183
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/6/2026 18:09,5/6/2026 18:10,1 min 6 s,High-Speed Warning,37.045277/-1.077373,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,66,18,Wednesday,37.045277,-1.077373
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/5/2026 9:43,5/5/2026 9:44,1 min 6 s,High-Speed Warning,36.889091/-1.222238,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,66,9,Tuesday,36.889091,-1.222238
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/4/2026 10:34,5/4/2026 10:36,1 min 6 s,High-Speed Warning,36.885932/-1.2934,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,66,10,Monday,36.885932,-1.2934
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 17:28,5/9/2026 17:29,1 min 7 s,High-Speed Warning,37.042309/-1.081558,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,67,17,Saturday,37.042309,-1.081558
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 17:27,5/9/2026 17:28,1 min 8 s,High-Speed Warning,37.029142/-1.094756,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,68,17,Saturday,37.029142,-1.094756
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 14:46,5/10/2026 14:47,1 min 8 s,High-Speed Warning,36.907781/-1.35845,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,68,14,Sunday,36.907781,-1.35845
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 17:41,5/6/2026 17:42,1 min 9 s,High-Speed Warning,37.228267/-0.892539,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,69,17,Wednesday,37.228267,-0.892539
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/6/2026 9:00,5/6/2026 9:01,1 min 9 s,High-Speed Warning,37.232479/-0.827925,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,69,9,Wednesday,37.232479,-0.827925
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 11:38,5/8/2026 11:39,1 min 9 s,High-Speed Warning,36.309807/-1.072846,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,69,11,Friday,36.309807,-1.072846
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/5/2026 3:19,5/5/2026 3:21,1 min 9 s,High-Speed Warning,35.824101/-1.091214,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,69,3,Tuesday,35.824101,-1.091214
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/8/2026 17:25,5/8/2026 17:25,1 s,High-Speed Warning,36.936375/-1.389124,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,1,17,Friday,36.936375,-1.389124
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/7/2026 9:32,5/7/2026 9:32,1 s,High-Speed Warning,36.850357/-1.258042,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,1,9,Thursday,36.850357,-1.258042
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/6/2026 10:05,5/6/2026 10:05,1 s,High-Speed Warning,36.801783/-1.264368,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,1,10,Wednesday,36.801783,-1.264368
KDP 967Z - Probox,2.91072E+11,GPS,102 km/h,5/9/2026 17:38,5/9/2026 17:38,1 s,Overspeed Alert(102 km/h),37.096855/-0.971528,Valid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,102,1,17,Saturday,37.096855,-0.971528
KDP 967Z - Probox,2.91072E+11,GPS,89 km/h,5/9/2026 5:21,5/9/2026 5:21,1 s,High-Speed Warning,37.139339/-0.805544,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,89,1,5,Saturday,37.139339,-0.805544
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/6/2026 10:31,5/6/2026 10:31,1 s,High-Speed Warning,37.579272/-0.409887,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,1,10,Wednesday,37.579272,-0.409887
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 9:10,5/6/2026 9:10,1 s,High-Speed Warning,37.288575/-0.756606,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,1,9,Wednesday,37.288575,-0.756606
KDS 789W - Fuso,2.91072E+11,GPS,65 km/h,5/8/2026 13:56,5/8/2026 13:56,1 s,High-Speed Warning,36.769459/-1.260345,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,65,1,13,Friday,36.769459,-1.260345
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 13:56,5/8/2026 13:56,1 s,High-Speed Warning,36.767848/-1.260875,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,13,Friday,36.767848,-1.260875
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 13:20,5/8/2026 13:20,1 s,High-Speed Warning,36.643056/-1.177861,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,13,Friday,36.643056,-1.177861
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 13:20,5/8/2026 13:20,1 s,High-Speed Warning,36.642614/-1.176907,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,13,Friday,36.642614,-1.176907
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 11:00,5/8/2026 11:00,1 s,High-Speed Warning,35.991423/-1.124008,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,11,Friday,35.991423,-1.124008
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 9:34,5/8/2026 9:34,1 s,High-Speed Warning,35.804528/-1.079646,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,9,Friday,35.804528,-1.079646
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 9:30,5/8/2026 9:30,1 s,High-Speed Warning,35.758136/-1.067818,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,9,Friday,35.758136,-1.067818
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 7:48,5/8/2026 7:48,1 s,High-Speed Warning,35.404801/-0.896096,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,7,Friday,35.404801,-0.896096
KDS 789W - Fuso,2.91072E+11,GPS,68 km/h,5/7/2026 16:57,5/7/2026 16:57,1 s,High-Speed Warning,35.423988/-0.794868,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,68,1,16,Thursday,35.423988,-0.794868
KDS 789W - Fuso,2.91072E+11,GPS,68 km/h,5/7/2026 15:12,5/7/2026 15:12,1 s,High-Speed Warning,35.292569/-0.651929,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,68,1,15,Thursday,35.292569,-0.651929
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/7/2026 15:08,5/7/2026 15:08,1 s,High-Speed Warning,35.291928/-0.630142,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,15,Thursday,35.291928,-0.630142
KDS 789W - Fuso,2.91072E+11,GPS,68 km/h,5/5/2026 18:10,5/5/2026 18:10,1 s,High-Speed Warning,34.796494/-0.136847,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,68,1,18,Tuesday,34.796494,-0.136847
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/5/2026 9:32,5/5/2026 9:32,1 s,High-Speed Warning,35.175674/-0.527696,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,9,Tuesday,35.175674,-0.527696
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/5/2026 3:33,5/5/2026 3:33,1 s,High-Speed Warning,35.711507/-1.035925,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,3,Tuesday,35.711507,-1.035925
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/5/2026 3:33,5/5/2026 3:33,1 s,High-Speed Warning,35.712067/-1.036344,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,1,3,Tuesday,35.712067,-1.036344
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 17:02,5/10/2026 17:02,1 s,High-Speed Warning,37.287864/-1.327,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,1,17,Sunday,37.287864,-1.327
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/10/2026 16:48,5/10/2026 16:48,1 s,High-Speed Warning,37.228823/-1.423994,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,1,16,Sunday,37.228823,-1.423994
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 16:47,5/10/2026 16:47,1 s,High-Speed Warning,37.226816/-1.426395,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,1,16,Sunday,37.226816,-1.426395
KDV 176A - Probox,2.91079E+11,GPS,74 km/h,5/10/2026 16:47,5/10/2026 16:47,1 s,High-Speed Warning,37.226317/-1.428919,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,74,1,16,Sunday,37.226317,-1.428919
KDV 176A - Probox,2.91079E+11,GPS,64 km/h,5/8/2026 17:42,5/8/2026 17:42,1 s,Seatbelt Detection,37.153327/-1.533813,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,64,1,17,Friday,37.153327,-1.533813
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 2:40,5/5/2026 2:40,1 s,High-Speed Warning,37.309684/-1.26891,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,1,2,Tuesday,37.309684,-1.26891
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/4/2026 10:32,5/4/2026 10:32,1 s,High-Speed Warning,36.879903/-1.266238,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,1,10,Monday,36.879903,-1.266238
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,94 km/h,5/5/2026 15:24,5/5/2026 15:24,1 s,High-Speed Warning,37.222083/-0.896571,Within limit,KDX 834X - 04.05.2026-10.05.2026.xlsx,94,1,15,Tuesday,37.222083,-0.896571
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,58 km/h,5/9/2026 14:43,5/9/2026 14:43,10 s,Seatbelt Detection,35.143972/-0.197893,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,58,10,14,Saturday,35.143972,-0.197893
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,51 km/h,5/9/2026 8:12,5/9/2026 8:12,10 s,Seatbelt Detection,35.874846/-0.218769,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,51,10,8,Saturday,35.874846,-0.218769
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,57 km/h,5/8/2026 18:36,5/8/2026 18:36,10 s,Seatbelt Detection,36.331895/-0.528982,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,57,10,18,Friday,36.331895,-0.528982
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,51 km/h,5/4/2026 16:22,5/4/2026 16:23,10 s,Seatbelt Detection,36.112147/-1.092172,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,51,10,16,Monday,36.112147,-1.092172
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,42 km/h,5/4/2026 15:55,5/4/2026 15:55,10 s,Seatbelt Detection,35.96069/-1.093288,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,42,10,15,Monday,35.96069,-1.093288
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,34 km/h,5/4/2026 15:55,5/4/2026 15:55,10 s,Seatbelt Detection,35.958623/-1.092671,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,34,10,15,Monday,35.958623,-1.092671
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,64 km/h,5/4/2026 14:22,5/4/2026 14:22,10 s,Seatbelt Detection,35.789457/-1.077886,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,64,10,14,Monday,35.789457,-1.077886
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,58 km/h,5/4/2026 13:43,5/4/2026 13:43,10 s,Seatbelt Detection,35.50814/-0.974412,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,58,10,13,Monday,35.50814,-0.974412
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,40 km/h,5/4/2026 13:33,5/4/2026 13:33,10 s,Seatbelt Detection,35.437065/-0.95882,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,40,10,13,Monday,35.437065,-0.95882
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,38 km/h,5/4/2026 12:34,5/4/2026 12:34,10 s,Seatbelt Detection,35.400165/-0.882727,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,38,10,12,Monday,35.400165,-0.882727
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,61 km/h,5/4/2026 11:00,5/4/2026 11:00,10 s,Seatbelt Detection,35.168669/-0.73991,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,61,10,11,Monday,35.168669,-0.73991
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,40 km/h,5/4/2026 9:27,5/4/2026 9:28,10 s,Seatbelt Detection,35.10213/-0.684271,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,40,10,9,Monday,35.10213,-0.684271
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,57 km/h,5/4/2026 8:49,5/4/2026 8:49,10 s,Seatbelt Detection,34.861739/-0.741466,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,57,10,8,Monday,34.861739,-0.741466
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,45 km/h,5/4/2026 7:33,5/4/2026 7:33,10 s,Seatbelt Detection,34.511011/-0.61213,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,45,10,7,Monday,34.511011,-0.61213
KCV 947X - Probox,2.91073E+11,GPS,86 km/h,5/7/2026 21:30,5/7/2026 21:30,10 s,Seatbelt Detection,37.003574/-1.896558,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,86,10,21,Thursday,37.003574,-1.896558
